"ticker","sector","trailingPE","sharesPercentSharesOut","regularMarketVolume","averageVolume10days","enterpriseToEbitda","earningsQuarterlyGrowth","longBusinessSummary","logo_url","profitMargins","priceToSalesTrailing12Months","payoutRatio","country","industry","marketCap","bookValue","trailingEps","dividendRate","priceToBook","beta"
"NRG","Utilities","1.8803829","0.028299998","2412199","1998000","6.587","0.557","NRG Energy, Inc., together with its subsidiaries, operates as an energy company in the United States. It operates through Generation and Retail segments. The company is involved in the producing, selling, and delivering electricity and related products and services to 3.7 million residential, industrial, and commercial consumers. It generates electricity using natural gas, coal, oil, solar, nuclear, and battery storage. The company also provides system power, distributed generation, renewable products, backup generation, storage and distributed solar, demand response, energy efficiency, advisory, and on-site energy solutions; and carbon management and specialty services. In addition, it trades in electric power, natural gas, and related commodity and financial products, including forwards, futures, options, and swaps. Further, the company procures fuels; provides transportation services; and directly sells energy, services, and products and services to retail customers under the NRG, Reliant, Green Mountain Energy, Stream, XOOM Energy, and other names. As of December 31, 2019, it owns fossil fuel, nuclear, and renewable plants with generation capacity of 23,000 megawatts. NRG Energy, Inc. was founded in 1989 and is headquartered in Princeton, New Jersey.","https://logo.clearbit.com/nrg.com","0.44337","0.81241524","0.0404","United States","Utilities—Independent Power Producers","7675698688","7.168","16.72","1.2","4.386161","0.925537"
"F","Consumer Cyclical","","0.023599999","117334292","72465362","27.581","6.547","Ford Motor Company designs, manufactures, markets, and services a range of Ford cars, trucks, sport utility vehicles, electrified vehicles, and Lincoln luxury vehicles worldwide. It operates through three segments: Automotive, Mobility, and Ford Credit. The Automotive segment sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. The Mobility segment designs and builds mobility services; and provides self-driving systems development and vehicle integration, autonomous vehicle research and engineering, and autonomous vehicle transportation-as-a-service network development services. The Ford Credit segment primarily engages in vehicle-related financing and leasing activities to and through automotive dealers. It provides retail installment sale contracts for new and used vehicles; and direct financing leases for new vehicles to retail and commercial customers, such as leasing companies, government entities, daily rental companies, and fleet customers. This segment also offers wholesale loans to dealers to finance the purchase of vehicle inventory; and loans to dealers to finance working capital and enhance dealership facilities, purchase dealership real estate, and other dealer vehicle programs. The company was founded in 1903 and is based in Dearborn, Michigan.","https://logo.clearbit.com/ford.com","-0.016280001","0.24103191","","United States","Auto Manufacturers","31429597184","7.748","-0.535","","1.0196179","1.312189"
"XEL","Utilities","25.183338","0.014400001","2926230","2195200","9.29","0.144","Xcel Energy Inc., through its subsidiaries, generates, purchases, transmits, distributes, and sells electricity. It operates through Regulated Electric Utility, Regulated Natural Gas Utility, and All Other segments. The company generates electricity through coal, nuclear, natural gas, hydroelectric, solar, biomass, oil, wood/refuse, and wind energy sources. It also purchases, transports, distributes, and sells natural gas to retail customers, as well as transports customer-owned natural gas. In addition, the company develops and leases natural gas pipelines, and storage and compression facilities; and invests in rental housing projects, as well as procures equipment for construction of renewable generation facilities. It serves residential, commercial, and industrial customers in the portions of Colorado, Michigan, Minnesota, New Mexico, North Dakota, South Dakota, Texas, and Wisconsin. The company sells electricity to approximately 3.7 million customers; and natural gas to approximately 2.1 million customers. Xcel Energy Inc. was founded in 1909 and is headquartered in Minneapolis, Minnesota.","https://logo.clearbit.com/xcelenergy.com","0.12982","3.2664754","0.62549996","United States","Utilities—Regulated Electric","37162692608","25.239","2.809","1.72","2.802805",""
"HBAN","Financial Services","14.254571","0.0199","7523658","8467487","","-0.185","Huntington Bancshares Incorporated operates as a holding company for The Huntington National Bank that provides commercial, small business, consumer, and mortgage banking services. The company operates through four business segments: Consumer and Business Banking, Commercial Banking, Vehicle Finance, and Regional Banking and The Huntington Private Client Group (RBHPCG). The Consumer and Business Banking segment offers financial products and services, such as checking accounts, savings accounts, money market accounts, certificates of deposit, consumer loans, mortgage loans, credit cards, and small business loans, as well as investment products. It also provides insurance, interest rate risk protection, foreign exchange, and treasury management services, as well as online, mobile, and telephone banking services. The Commercial Banking segment offers banking solutions and asset finance services; corporate risk management services; institutional sales, trading, and underwriting services; institutional corporate banking services; treasury management services; and other financing solutions, as well as lends real estate developers, REITs, and other customers. The Vehicle Finance segment provides financing to consumers for the purchase of automobiles, light-duty trucks, recreational vehicles, and marine craft at franchised and other select dealerships, as well as to franchised dealerships for the acquisition of new and used inventory. The RBHPCG segment provides deposits, lending, banking, wealth management, investment and portfolio management, fiduciary administration, trust, retirement plan, and institutional and mutual fund custody services. As of January 23, 2020, the company operated through 868 full-service branches, including 12 private client group offices, and 1,448 automated teller machines located in 7 Midwestern states. Huntington Bancshares Incorporated was founded in 1866 and is headquartered in Columbus, Ohio.","https://logo.clearbit.com/huntington.com","0.21995","2.772368","0.84510005","United States","Banks—Regional","10310436864","10.543","0.711","0.6","0.9613013","1.489795"
"MTB","Financial Services","9.913355","0.0231","690390","968050","","-0.225","M&T Bank Corporation operates as the holding company for Manufacturers and Traders Trust Company; and Wilmington Trust, National Association that provide banking services. The company's Business Banking segment offers deposits, business loans and leases, and credit cards; and cash management, payroll, and letters of credit services to small businesses and professionals. Its Commercial Banking segment provides credit and banking services for middle-market and large commercial customers. The company's Commercial Real Estate segment offers multifamily residential and commercial real estate credit, and deposit services. Its Discretionary Portfolio segment provides deposits; securities, residential real estate loans, and other assets; and short and long term borrowed funds, as well as foreign exchange services. The company's Residential Mortgage Banking segment offers residential real estate loans for consumers and sells those loans in the secondary market; and purchases servicing rights to loans originated by other entities. Its Retail Banking segment offers demand, savings, and time accounts; consumer installment loans, automobile and recreational finance loans, home equity loans and lines of credit, and credit cards; mutual funds and annuities; and other services. The company also provides trust and wealth management; fiduciary and custodial; investment management; and insurance agency services. It offers its services through banking offices, business banking centers, telephone and Internet banking, mobile banking, and automated teller machines. As of December 31, 2019, the company operates 731 domestic banking offices in New York State, Maryland, New Jersey, Pennsylvania, Delaware, Connecticut, Virginia, West Virginia, and the District of Columbia; a full-service commercial banking office in Ontario, and Canada; and an office in George Town, Cayman Islands. M&T Bank Corporation was founded in 1856 and is headquartered in Buffalo, New York.","https://logo.clearbit.com/mtb.com","0.26872","2.4958024","0.42049998","United States","Banks—Regional","12771280896","115.75","10.041","4.4","0.8599568","1.191395"
"PNW","Utilities","15.682803","0.0167","857641","1030300","11.306","0.343","Pinnacle West Capital Corporation, through its subsidiary, Arizona Public Service Company, provides retail and wholesale electric services primarily in the state of Arizona. The company generates, transmits, and distributes electricity using coal, nuclear, gas, oil, and solar generating facilities. Its transmission facilities consist of approximately 6,192 pole miles of overhead lines and approximately 49 miles of underground lines; and distribution facilities comprise approximately 11,191 miles of overhead lines and approximately 22,092 miles of underground primary cable. The company serves approximately 1.3 million customers. It owns or leases approximately 6,316 megawatts of regulated generation capacity. The company was incorporated in 1985 and is headquartered in Phoenix, Arizona.","https://logo.clearbit.com/pinnaclewest.com","0.17372999","2.7142532","0.581","United States","Utilities—Regulated Electric","9371496448","48.772","5.309","3.32","1.7071271","0.288472"
"VMC","Basic Materials","30.564428","0.0166","1016018","725312","17.065","0.063","Vulcan Materials Company produces and supplies construction materials primarily in the United States. The company operates through four segments: Aggregates, Asphalt, Concrete, and Calcium. The Aggregates segment provides crushed stones, sand and gravel, sand, and other aggregates; and related products and services that are applied in construction and maintenance of highways, streets, and other public works, as well as in the construction of housing and commercial, industrial, and other nonresidential facilities. The Asphalt Mix segment offers asphalt mix in Alabama, Arizona, California, New Mexico, Tennessee, and Texas. The Concrete segment provides ready-mixed concrete in California, Maryland, New Mexico, Texas, Virginia, Washington D.C., and the Bahamas. The Calcium segment mines, produces, and sells calcium products for the animal feed, plastics, and water treatment industries. The company was formerly known as Virginia Holdco, Inc. and changed its name to Vulcan Materials Company. Vulcan Materials Company was founded in 1909 and is headquartered in Birmingham, Alabama.","https://logo.clearbit.com/vulcanmaterials.com","0.12597999","3.8190336","0.2748","United States","Building Materials","19006287872","43.521","4.695","1.36","3.2972589","0.738003"
"STI","","12.846675","","18980771","18954400","","","","","","","","","","31140524032","","","","",""
"K","Consumer Defensive","19.943092","0.0396","3433431","1739362","13.657","0.227","Kellogg Company, together with its subsidiaries, manufactures and markets ready-to-eat cereal and convenience foods. The company operates through four segments: North America, Europe, Latin America, and Asia Middle East Africa. Its principal products include crackers, crisps, savory snacks, toaster pastries, cereal bars, granola bars and bites, ready-to-eat cereals, frozen waffles, veggie foods, and noodles. The company offers its products under the Kellogg's, Cheez-It, Pringles, Austin, Parati, RXBAR, Kashi, Bear Naked, Eggo, Morningstar Farms, Choco Krispies, Crunchy Nut, Nutri-Grain, Special K, Squares, Zucaritas, Sucrilhos, Pop-Tarts, K-Time, Split Stix, Be Natural, LCMs, Coco Pops, Rice Krispies Squares, Kashi Go, Vector, and Gardenburger brand names. It sells its products to retailers through direct sales forces, as well as brokers and distributors. Kellogg Company was founded in 1906 and is headquartered in Battle Creek, Michigan.","https://logo.clearbit.com/kelloggcompany.com","0.08091","1.6056511","0.72150004","United States","Packaged Foods","21631332352","8.369","3.163","2.28","7.53734","0.643132"
"BEN","Financial Services","11.723269","0.052199997","5786435","5173062","4.991","-0.742","Franklin Resources, Inc. is a publicly owned asset management holding company. Through its subsidiaries, the firm provides its services to individuals, institutions, pension plans, trusts, and partnerships. It launches equity, fixed income, balanced, and multi-asset mutual funds through its subsidiaries. The firm invests in the public equity, fixed income, and alternative markets. Franklin Resources, Inc. was founded in 1947 and is based in San Mateo, California with an additional office in Hyderabad, India.","https://logo.clearbit.com/franklinresources.com","0.14352","1.6583289","0.6792","United States","Asset Management","9231087616","20.417","1.59","1.08","0.91296464","1.22835"
"KMI","Energy","246.12247","0.01","19646765","17295287","10.788","-0.101","Kinder Morgan, Inc. operates as an energy infrastructure company in North America. The company operates through Natural Gas Pipelines, Products Pipelines, Terminals, and CO2 segments. The Natural Gas Pipelines segment owns and operates interstate and intrastate natural gas pipeline and storage systems; natural gas gathering systems and natural gas processing and treating facilities; natural gas liquids fractionation facilities and transportation systems; and liquefied natural gas liquefaction and storage facilities. The Products Pipelines segment owns and operates refined petroleum products, and crude oil and condensate pipelines; and associated product terminals and petroleum pipeline transmix facilities. The Terminals segment owns and/or operates liquids and bulk terminals that stores and handles various commodities, including gasoline, diesel fuel, chemicals, ethanol, metals, and petroleum coke; and owns tankers. The CO2 segment produces, transports, and markets CO2 to recovery and production crude oil from mature oil fields; and owns interests in/or operates oil fields and gasoline processing plants, as well as operates a crude oil pipeline system in West Texas. It owns and operates approximately 83,000 miles of pipelines and 147 terminals. The company was formerly known as Kinder Morgan Holdco LLC and changed its name to Kinder Morgan, Inc. in February 2011. Kinder Morgan, Inc. was founded in 1936 and is headquartered in Houston, Texas.","https://logo.clearbit.com/kindermorgan.com","0.01022","2.2871163","20.5","United States","Oil & Gas Midstream","27301308416","13.941","0.049","1.05","0.8650743","0.934914"
"MDT","Healthcare","31.095093","0.0052","4667393","4800750","22.125","-0.436","Medtronic plc develops, manufactures, distributes, and sells device-based medical therapies to hospitals, physicians, clinicians, and patients worldwide. It operates through four segments: Cardiac and Vascular Group, Minimally Invasive Therapies Group, Restorative Therapies Group, and Diabetes Group. The Cardiac and Vascular Group segment offers implantable cardiac pacemakers, cardioverter defibrillators, and cardiac resynchronization therapy devices; AF ablation products; insertable cardiac monitor systems; mechanical circulatory support; TYRX products; and remote monitoring and patient-centered software. It also provides aortic valves; percutaneous coronary intervention stents, surgical valve replacement and repair products, endovascular stent grafts, percutaneous angioplasty balloons, and products to treat superficial venous diseases in the lower extremities. The Minimally Invasive Therapies Group segment offers surgical products, including surgical stapling devices, vessel sealing instruments, wound closure, electrosurgery products, hernia mechanical devices, mesh implants, and gynecology products; electrosurgical hardware and instruments, and mesh fixation devices; and gastrointestinal, inhalation therapy, and renal care solutions. The Restorative Therapies Group segment offers products for spinal surgeons; neurosurgeons; neurologists; pain management specialists; anesthesiologists; orthopedic surgeons; urologists; colorectal surgeons; urogynecologists; interventional radiologists; ear, nose, and throat specialists; and systems that incorporate energy surgical instruments. It also provides image-guided surgery and intra-operative imaging systems and robotic guidance systems used in robot assisted spine procedures; and therapies for vasculature in and around the brain. The Diabetes Group segment offers insulin pumps and consumables, and continuous glucose monitoring systems. The company was founded in 1949 and is headquartered in Dublin, Ireland.","https://logo.clearbit.com/medtronic.com","0.15798001","4.879967","0.67480004","Ireland","Medical Devices","136282841088","37.442","3.26","2.32","2.7073874","0.675124"
"INTC","Technology","8.633783","0.0235","36796801","46754075","5.389","-0.286","Intel Corporation designs, manufactures, and sells essential technologies for the cloud, smart, and connected devices worldwide. The company operates through DCG, IOTG, Mobileye, NSG, PSG, CCG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products comprising accelerators, boards and systems, connectivity products, and memory and storage products. The company also provides Internet of things products, including high-performance compute solutions for targeted verticals and embedded applications; and computer vision and machine learning-based sensing, data analysis, localization, mapping, and driving policy technology. It serves original equipment manufacturers, original design manufacturers, and cloud service providers. The company has collaborations with UC San Francisco's Center for Digital Health Innovation, Fortanix, and Microsoft Azure to establish a computing platform with privacy-preserving analytics to accelerate the development and validation of clinical algorithms. Intel Corporation was founded in 1968 and is headquartered in Santa Clara, California.","https://logo.clearbit.com/intel.com","0.28102","2.3145635","0.2564","United States","Semiconductors","180762771456","18.193","5.109","1.32","2.4245589","0.718146"
"PCG","Utilities","","0.0425","10948073","14256337","0.87","","PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cell, and photovoltaic sources. As of December 31, 2019, the company owns and operates approximately 18,000 circuit miles of interconnected transmission lines, 33 electric transmission substations, approximately 107,000 circuit miles of distribution lines, 68 transmission switching substations, and 760 distribution substations; and natural gas transmission, storage, and distribution system consisting of approximately 43,300 miles of distribution pipelines, approximately 6,300 miles of backbone and local transmission pipelines, and various storage facilities. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. The company was incorporated in 1995 and is headquartered in San Francisco, California. On January 29, 2019, PG&E Corporation filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Northern District of California.","https://logo.clearbit.com/pgecorp.com","-0.27811","1.047646","0","United States","Utilities—Regulated Electric","19343736832","9.705","-5.763","","1.0036063",""
"ROST","Consumer Cyclical","56.96791","0.012","1803075","2142737","31.807","-0.947","Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brands. Its stores primarily offers apparel, accessories, footwear, and home fashions. The company's Ross Dress for Less stores sell its products at department and specialty stores primarily to middle income households; and dd's DISCOUNTS stores sell its products at department and discount stores regular prices to customers from households with moderate income. As of October 21, 2020, it operated approximately 1,800 off-price apparel and home fashion stores in 39 states, the District of Columbia, and Guam. The company was founded in 1982 and is headquartered in Dublin, California.","https://logo.clearbit.com/rossstores.com","0.042480003","2.421352","0.53","United States","Apparel Retail","30968963072","8.054","1.527","","10.800844","0.728075"
"APH","Technology","29.860159","0.0063","1361199","1454537","19.404","0.237","Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets electrical, electronic, and fiber optic connectors in the United States, China, and internationally. It operates in two segments, Interconnect Products and Assemblies, and Cable Products and Solutions. The Interconnect Products and Assemblies segment offers connector and connector systems, including fiber optic, harsh environment, high-speed, and radio frequency interconnect products, as well as antennas; power interconnect products, busbars, and distribution systems; and other connectors. It also provides value-add products, such as backplane interconnect systems, cable assemblies and harnesses, and cable management products; and other products comprising antennas, flexible and rigid printed circuit boards, hinges, molded parts, production-related products, sensors and sensor-based products, and switches. The Cable Products and Solutions segment offers coaxial, power, and specialty cables; cable assemblies; and components, which include combiner/splitter products, connector and connector systems, and fiber optic components. The company sells its products through its sales force, independent representatives, and a network of electronics distributors to original equipment manufacturers, electronic manufacturing services companies, original design manufacturers, and service providers in the automotive, broadband communication, commercial aerospace, industrial, information technology and data communication, military, mobile device, and mobile network markets. Amphenol Corporation was founded in 1932 and is headquartered in Wallingford, Connecticut.","https://logo.clearbit.com/amphenol.com","0.13997","4.067249","0.26389998","United States","Electronic Components","33855371264","16.891","3.79","1.16","6.7000175","1.250413"
"PDCO","Healthcare","","0.1118","543662","691837","10.023","-0.188","Patterson Companies, Inc. distributes and sells dental and animal health products in the United States, the United Kingdom, and Canada. It operates through three segments; Dental, Animal Health, and Corporate segments. The Dental segment offers consumable products, including infection control, restorative materials, hand instruments, and sterilization products; basic and advanced technology dental equipment; technology solutions, such as practice management software and e-commerce solutions; patient education systems; and office forms and stationery. It also provides a range of related services comprising software and design services, maintenance and repair, and equipment financing. The Animal Health segment distributes pharmaceuticals, vaccines, parasiticides, diagnostics, prescription and non-prescription diets, nutritionals, consumable supplies, equipment, and software, as well as value-added services. This segment also provides private label portfolio of products to veterinarians, producers, and retailers under the Aspen, First Companion, and Patterson Veterinary brands. The Corporate segment offers customer financing services; and sells other miscellaneous products. It serves dentists, laboratories, institutions, other healthcare professionals, veterinarians, other animal health professionals, production animal operators, and animal health product retailers. The company was formerly known as Patterson Dental Company and changed its name to Patterson Companies, Inc. in June 2004. Patterson Companies, Inc. was founded in 1877 and is headquartered in Saint Paul, Minnesota.","https://logo.clearbit.com/pattersoncompanies.com","-0.10987","0.444955","","United States","Medical Distribution","2405959424","8.957","-6.294","1.04","2.7877638","1.646993"
"ALXN","Healthcare","31.042542","0.0232","2094374","1512000","8.888","","Alexion Pharmaceuticals, Inc. develops and commercializes various therapeutic products. The company offers ULTOMIRIS (ALXN1210/ravulizumab-cwvz), a C5 inhibitor for the treatment of paroxysmal nocturnal hemoglobinuria (PNH) and atypical hemolytic uremic syndrome (aHUS); and SOLIRIS (eculizumab), a monoclonal antibody for the treatment of PNH, aHUS, generalized myasthenia gravis (gMG), and neuromyelitis optica spectrum disorder (NMOSD). It also provides Strensiq (asfotase alfa), a targeted enzyme replacement therapy for patients with hypophosphatasia; and Kanuma (sebelipase alfa) for the treatment of patients with lysosomal acid lipase deficiency. In addition, the company is developing ALXN1210 (Intravenous) that is in Phase III clinical trials for the treatment of gMG and NMOSD; ALXN1210 (Subcutaneous), which is in Phase III clinical trials for PNH and aHUS; ALXN1810 (Subcutaneous) that is in Phase I clinical trial for renal diseases; and ALXN1720 (Subcutaneous), which is in Phase I clinical trial for the treatment of disease states involving dysregulated terminal complement activity. Further, it is developing ALXN1840 (WTX101) that is in Phase III clinical trials for the treatment of Wilson disease; and ALXN1830 and ABY-039, which are in Phase I clinical trials for neonatal Fc receptor. The company serves distributors, pharmacies, hospitals, hospital buying groups, and other healthcare providers in the United States and internationally. Alexion Pharmaceuticals, Inc. has collaboration and license agreement with Halozyme Therapeutics, Inc.; collaborations with Caelum Biosciences, Inc., Dicerna Pharmaceuticals, Inc. and Zealand Pharma A/S; strategic agreement with Caelum Biosciences, Inc.; agreement with Stealth BioTherapeutics Corp.; and a partnership with Affibody AB. The company was founded in 1992 and is headquartered in Boston, Massachusetts.","https://logo.clearbit.com/alexion.com","0.15281","4.6793165","0","United States","Biotechnology","25908439040","47.881","3.808","","2.468829","1.348593"
"DISH","Communication Services","11.364654","0.023","2626014","2385325","8.806","0.427","DISH Network Corporation, together with its subsidiaries, provides pay-TV services in the United States. The company operates in two segments, Pay-TV and Wireless. It offers video services under the DISH TV brand; and programming packages that include programming through national broadcast networks, local broadcast networks, and national and regional cable networks, as well as regional and specialty sports channels, premium movie channels, and Latino and international programming packages. The company also provides access to movies and TV shows through TV or Internet-connected tablets, smartphones, and computers; and dishanywhere.com and mobile applications for smartphones and tablets to view authorized content, search program listings, and remotely control certain features. In addition, it offers Sling TV services, including Sling International, Sling Latino, Sling Orange, and Sling Blue services that require an Internet connection and are available on streaming-capable devices, such as TVs, tablets, computers, game consoles, and smart phones primarily to consumers who do not subscribe to traditional satellite and cable pay-TV services. As of December 31, 2019, it had 11.986 million Pay-TV subscribers. The company offers receiver systems and programming through direct sales channels, small satellite retailers, direct marketing groups, local and regional consumer electronics stores, retailers, and telecommunications companies. DISH Network Corporation was founded in 1980 and is headquartered in Englewood, Colorado.","https://logo.clearbit.com/dish.com","0.09897","1.041287","0","United States","Entertainment","13342746624","23.18","2.235","","1.0957721","1.792608"
"GD","","11.654243","","1430876","1392250","","","","","","","","","","37679910912","","","","",""
"A","Healthcare","46.05869","0.0095","1381263","1047462","24.7","0.042","Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide. It operates in three segments: Life Sciences and Applied Markets, Diagnostics and Genomics, and Agilent CrossLab. The Life Sciences and Applied Markets segment offers liquid and gas chromatography systems and components; liquid and gas chromatography mass spectrometry systems; inductively coupled plasma mass spectrometry instruments; atomic absorption instruments; microwave plasma-atomic emission spectrometry instruments; inductively coupled plasma optical emission spectrometry instruments; raman spectroscopy; cell analysis plate based assays; flow cytometer; real-time cell analyzer; cell imaging systems; microplate readers; laboratory software and information management and analytics; laboratory automation and robotic systems; dissolution testing; vacuum pumps; and measurement technologies. The Diagnostics and Genomics segment provides reagents, instruments, software, and consumables; arrays for DNA mutation detection, genotyping, gene copy number determination, identification of gene rearrangements, DNA methylation profiling, and gene expression profiling, as well as sequencing target enrichment, genetic data management, and interpretation support software; and equipment focused on production of synthesized oligonucleotides for use as active pharmaceutical ingredients. The Agilent CrossLab segment offers GC and LC columns, sample preparation products, custom chemistries, and laboratory instrument supplies; and startup, operational, training, compliance support, and software as a service, as well as asset management and consultation services. The company markets its products through direct sales, distributors, resellers, manufacturer's representatives, and electronic commerce. The company was founded in 1999 and is headquartered in Santa Clara, California.","https://logo.clearbit.com/agilent.com","0.13229999","6.0221686","0.3171","United States","Diagnostics & Research","31453786112","16.142","2.215","0.72","6.3201585","1.03861"
"HAS","Consumer Cyclical","29.741137","0.0334","1015989","1671200","19.063","0.037","Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company. The company's U.S. and Canada segment markets and sells action figures, arts and crafts, and creative play products; electronic toys and related electronic interactive products; fashion and other dolls, infant products, play sets, preschool toys, plush products, and sports action blasters and accessories; and vehicles and toy-related specialty products, as well as traditional board games, and trading card and role-playing games primarily in the United States and Canada. Its International segment markets and sells toy and game products primarily in the Europe, the Asia Pacific, and Latin and South American regions. The company's Entertainment and Licensing segment engages in consumer products licensing, digital gaming, and television and movie entertainment operations. It also acquires, finances, develops, produces, distributes, and sells entertainment content. The company offers its products under the MAGIC: THE GATHERING, MY LITTLE PONY, NERF, TRANSFORMERS, PLAY-DOH, MONOPOLY, BABY ALIVE, POWER RANGERS, FURREAL FRIENDS, PEPPA PIG, and PJ MASKS brands, as well as through premier partner brands. The company sells its products to wholesalers, distributors, chain stores, discount stores, drug stores, mail order houses, catalog stores, department stores, and other traditional retailers, as well as Internet-based e-retailers. Hasbro, Inc. was founded in 1923 and is headquartered in Pawtucket, Rhode Island.","https://logo.clearbit.com/hasbro.com","0.0744","2.2226412","0.9347","United States","Leisure","11492119552","20.461","2.82","2.72","4.0990176","0.894098"
"FMC","Basic Materials","28.352942","0.0098","574767","527987","13.609","0.057","FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and professional pest and turf management products. The company develop, markets, and sells crop protection chemicals, which include insecticides, herbicides, and fungicides that are used in agriculture to enhance crop yield and quality by controlling a range of insects, weeds, and disease, as well as in non-agricultural markets for pest control. It also offers biologicals products, such as bionematicides under the Quartzo and Presence names. The company sells herbicides under the Authority, Boral, Centium, Command, and Gamit brands; and insecticides under the Talstar and Hero brands. It sells its products through independent distributors and co-ops, and national and regional distributors, as well as sells directly to growers. The company operates in North America, Latin America, Europe, the Middle East, Africa, and Asia. FMC Corporation was founded in 1883 and is headquartered in Philadelphia, Pennsylvania.","https://logo.clearbit.com/fmc.com","0.10349","2.908212","0.4066","United States","Agricultural Inputs","13426924544","21.782","3.655","1.76","4.757598","1.085493"
"FISV","Technology","72.77355","0.0171","5087359","4787750","17.707","0.333","Fiserv, Inc., together with its subsidiaries, provides financial services technology worldwide. Its First Data segment provides merchant acquiring, e-commerce, mobile commerce, and other business solutions; credit card and loan account processing, commercial payments, customer communications, plastics solutions, customer service, and other products; and various network solutions and security, and risk and fraud management solutions. The company's Payments and Industry Products segment offers electronic bill payment and presentment services; internet and mobile banking software and services; account-to-account transfers; person-to-person payment services; debit and credit card processing and services; payments infrastructure services; and other electronic payments software and services. This segment also offers card and print personalization services; investment account processing services for separately managed accounts; and fraud and risk management products and services. Its Financial Institution Services segment offers account processing, item processing and source capture, loan origination and servicing products, cash management and consulting services, and other products and services that support various types of financial transactions. This segment also provides ACH and treasury management, case management and resolution, and source capture optimization services to the financial services industry. The company also offers bank payment and liquidity management solutions, as well as Internet based mortgage software and mortgage lending technology solutions. It serves business, banks, governments, processors, credit unions, other financial institutions, merchants, and other clients. The company was founded in 1984 and is headquartered in Brookfield, Wisconsin.","https://logo.clearbit.com/fiserv.com","0.06007","4.2620544","0","United States","Information Technology Services","64207847424","47.28","1.316","","2.025592","0.777164"
"NTRS","Financial Services","12.931946","0.0194","793663","975400","","-0.234","Northern Trust Corporation, a financial holding company, provides wealth management, asset servicing, asset management, and banking solutions for corporations, institutions, families, and individuals worldwide. It operates in two segments, Corporate & Institutional Services (C&IS) and Wealth Management. The C&IS segment offers asset servicing and related services, including custody, fund administration, investment operations outsourcing, investment management, investment risk and analytical services, employee benefit services, securities lending, foreign exchange, treasury management, brokerage services, transition management services, banking, and cash management services. This segment serves corporate and public retirement funds, foundations, endowments, fund managers, insurance companies, sovereign wealth funds, and other institutional investors. The Wealth Management segment offers trust, investment management, custody, and philanthropic; financial consulting; guardianship and estate administration; family business consulting; family financial education; brokerage services; and private and business banking services. This segment serves high-net-worth individuals and families, business owners, executives, professionals, retirees, and established privately-held businesses. The company also provides asset management services, such as active and passive equity; active and passive fixed income; cash management; alternative asset classes comprising private equity and hedge funds of funds; and multi-manager advisory services and products through separately managed accounts, bank common and collective funds, registered investment companies, exchange traded funds, non-U.S. collective investment funds, and unregistered private investment funds. In addition, it offers overlay and other risk management services. The company was founded in 1889 and is headquartered in Chicago, Illinois.","https://logo.clearbit.com/northerntrust.com","0.22325","2.715587","0.4628","United States","Asset Management","16293792768","51.384","6.054","2.8","1.5236261","1.047986"
"DIS","Communication Services","","0.0086","8339127","7499312","22.985","","The Walt Disney Company, together with its subsidiaries, operates as an entertainment company worldwide. The company's Media Networks segment operates domestic cable networks under the Disney, ESPN, Freeform, FX, and National Geographic brands; and television broadcast network under the ABC brand, as well as eight owned domestic television stations. This segment is also involved in the television production and distribution; and operation of National Geographic magazines. Its Parks, Experiences and Products segment operates theme parks and resorts, such as Walt Disney World Resort in Florida; Disneyland Resort in California; Disneyland Paris; Hong Kong Disneyland Resort; and Shanghai Disney Resort; Disney Cruise Line, Disney Vacation Club, National Geographic Expeditions, and Adventures by Disney; and Aulani, a Disney resort and spa in Hawaii, as well as licenses its intellectual property to a third party for the operations of the Tokyo Disney Resort in Japan. The company's Studio Entertainment segment produces and distributes motion pictures under the Walt Disney Pictures, Twentieth Century Fox, Marvel, Lucasfilm, Pixar, Fox Searchlight Pictures, and Blue Sky Studios banners; develops, produces, and licenses live entertainment events; produces and distributes music; and provides post-production services, including visual and audio effects. Its Direct-To-Consumer & International segment operates international television networks and channels comprising Disney, ESPN, Fox, National Geographic, Star, and Other India Channels; direct-to-consumer streaming services consisting of Disney +, ESPN+, Hotstar, and Hulu; and operates branded apps and Websites, such as Disney Movie Club and Disney Digital Network, as well as provides streaming technology support services. The company was founded in 1923 and is based in Burbank, California.","https://logo.clearbit.com/thewaltdisneycompany.com","-0.01577","3.1482768","","United States","Entertainment","219630075904","48.023","-0.609","","2.5308707","1.099282"
